visible_min,visible_max,visible_mean,visible_mean_distribution,visible_contrast,visible_second_angular_momentum,visible_entropy,IR_min,IR_max,IR_mean,log_asm,entropy_x_contrast,IR_range,IR_norm_range,class
3.64,112.636,22.4065,7.4042,152.2875,0.1223,2.8113,7.1237,37.3919,29.4714,-2.101278,428.125849,30.2682,1.027036,1
3.4251,11.1644,4.0456,0.0833,0.25,0.9269,0.1997,32.9311,37.812,36.8316,-0.07591,0.049925,4.8809,0.132519,1
3.4251,13.9592,3.7996,0.0667,0.2333,0.9508,0.1559,34.4283,38.0217,37.3671,-0.050452,0.036371,3.5934,0.096165,1
3.64,49.6462,5.3364,0.6583,8.6083,0.6708,0.7843,26.8344,39.276,37.4033,-0.399284,6.75149,12.4416,0.332634,1
3.855,15.4641,4.2758,0.1,0.3583,0.9189,0.2265,35.0668,39.6925,38.7283,-0.084578,0.081155,4.6257,0.11944,1
3.855,10.5195,4.4899,0.0333,0.0583,0.9511,0.1282,37.3919,40.1082,38.9724,-0.050136,0.007474,2.7163,0.069698,1
4.285,139.0788,55.9664,12.3583,315.1667,0.0509,3.363,-4.5511,40.1082,18.4048,-2.977892,1059.905612,44.6593,2.426503,1
4.07,138.6488,41.4072,8.9167,186.35,0.1171,2.9193,-10.8958,40.9373,20.6505,-2.144727,544.011555,51.8331,2.510017,1
3.855,34.5975,6.6859,0.9208,6.9708,0.5877,1.0359,29.2505,41.5571,38.9309,-0.531539,7.221052,12.3066,0.316114,1
3.855,49.0013,6.2937,1.25,11.4833,0.4646,1.3014,26.8344,41.3507,39.0735,-0.766578,14.944367,14.5163,0.371513,1
4.07,70.4995,10.2743,2.8333,22.45,0.1981,2.1159,8.5817,41.7633,37.578,-1.618983,47.501955,33.1816,0.883006,1
4.9299,66.1998,23.3487,6.0125,70.5125,0.0788,2.7877,7.6109,39.9005,28.9845,-2.540842,196.567696,32.2896,1.11403,1
5.1449,79.5287,20.4876,5.4958,59.8208,0.0865,2.6922,10.9876,39.276,30.1124,-2.447611,161.049558,28.2884,0.939427,1
5.7899,93.2876,28.8425,6.9792,91.7792,0.0666,2.8969,6.3904,37.6021,25.7992,-2.709051,265.875164,31.2117,1.209793,1
6.2198,142.3035,45.0787,6.875,100.875,0.073,2.8962,-21.1547,37.3919,12.4985,-2.617296,292.154175,58.5466,4.68429,1
6.0048,88.343,29.2036,4.7958,44.8458,0.0918,2.5917,-44.4983,37.812,1.0866,-2.388143,116.22686,82.3103,75.750322,1
6.4348,92.4277,31.6473,8.5167,132.3,0.0552,3.0876,-79.7594,37.1816,-10.4002,-2.896792,408.48948,116.941,-11.244111,1
9.4446,127.4698,63.0465,9.8167,160.1083,0.0497,3.1695,-102.5603,30.1224,-57.5744,-3.00175,507.463257,132.6827,-2.304543,1
18.0438,102.7468,54.8915,4.9,42.9,0.0856,2.6197,-103.0842,11.7035,-56.8736,-2.45807,112.38513,114.7877,-2.018295,1
26.2132,99.5221,68.0902,4.4042,31.9208,0.0965,2.4798,-100.4897,6.3904,-54.3981,-2.338212,79.1572,106.8801,-1.964776,1
19.7637,85.5482,66.3644,2.6958,13.7458,0.1457,2.0978,-99.978,-16.0868,-73.4725,-1.926206,28.835939,83.8912,-1.141804,1
26.2132,74.7991,48.4596,2.6583,11.9,0.1442,2.0507,-80.6227,-9.5551,-44.5611,-1.936554,24.40333,71.0676,-1.594835,1
57.8155,101.2419,78.9064,2.5125,10.9875,0.1525,2.0112,-106.2813,-53.0321,-83.595,-1.880591,22.09806,53.2492,-0.63699,1
72.8643,93.0726,81.5484,1.3292,3.8792,0.2551,1.5298,-114.1375,-90.5473,-107.788,-1.3661,5.9344,23.5902,-0.218857,1
72.8643,90.4928,79.4615,0.7375,1.4875,0.38,1.1607,-112.4037,-101.0037,-106.4241,-0.967584,1.726541,11.4,-0.107119,1
70.7145,88.773,80.3366,0.8708,1.7792,0.3411,1.2383,-111.2637,-94.3734,-105.1244,-1.07558,2.203183,16.8903,-0.16067,1
69.2096,93.7176,79.3205,1.2292,3.2875,0.2763,1.4812,-105.7418,-68.2559,-90.1994,-1.286268,4.869445,37.4859,-0.415589,1
77.5939,100.597,87.7501,2.3417,10.3,0.164,1.984,-97.4542,-73.8781,-87.082,-1.807889,20.4352,23.5761,-0.270734,1
76.089,90.2778,83.212,0.6625,1.3958,0.4244,1.1065,-99.978,-86.3875,-93.2145,-0.857079,1.544453,13.5905,-0.145798,1
82.5385,90.9228,86.3812,0.3,0.3917,0.6018,0.6868,-102.039,-93.405,-98.7418,-0.50783,0.26902,8.634,-0.08744,1
80.3887,88.558,84.2206,0.4,0.575,0.5272,0.821,-100.4897,-93.405,-96.6041,-0.640175,0.472075,7.0847,-0.073337,1
3.4251,92.6426,22.7239,7.1708,127.7709,0.1218,2.8052,4.9152,39.0675,30.0859,-2.105375,358.422929,34.1523,1.13516,1
3.2101,51.1511,6.7136,1.3958,15.5625,0.5453,1.1764,27.0552,39.276,36.6243,-0.606419,18.307725,12.2208,0.33368,1
3.2101,32.6626,5.0324,0.6208,4.4542,0.6992,0.7749,30.1224,38.4406,37.3732,-0.357818,3.45156,8.3182,0.222571,1
3.4251,14.1742,4.028,0.1417,0.5583,0.9031,0.2766,34.0016,39.6925,38.2845,-0.101922,0.154426,5.6909,0.148648,1
3.64,48.3563,5.3414,0.5958,6.7708,0.7759,0.5998,26.1705,39.6925,38.3939,-0.253732,4.061126,13.522,0.352191,1
4.07,126.6098,37.9843,10.5417,266.5833,0.119,2.9747,-7.6951,39.0675,23.9309,-2.128632,793.005343,46.7626,1.954068,1
4.285,104.8966,14.4009,4.6125,109.5042,0.4185,1.8123,4.421,39.9005,35.0002,-0.871078,198.454462,35.4795,1.013694,1
3.855,156.0624,31.4416,7.35,155.0917,0.2167,2.4812,-3.7737,41.5571,30.1323,-1.529241,384.813526,45.3308,1.504392,1
3.64,17.1839,4.8829,0.2792,0.9958,0.7395,0.5804,35.9152,41.7633,40.7231,-0.301781,0.577962,5.8481,0.143606,1
3.855,45.9915,9.9266,2.7333,29.4667,0.2386,2.0023,27.2758,41.7633,38.6963,-1.432967,59.001173,14.4875,0.37439,1
4.715,83.3984,22.8499,7.475,115.2333,0.0672,2.984,12.1793,39.9005,31.5322,-2.700082,343.856167,27.7212,0.879139,1
4.9299,113.9259,53.699,6.0333,70.4,0.0775,2.8008,-0.1888,40.3158,18.3566,-2.557477,197.17632,40.5046,2.206542,1
5.7899,103.8217,50.7682,6.325,75.025,0.0768,2.7947,-33.6245,37.3919,11.4488,-2.566551,209.672368,71.0164,6.202956,1
4.5,61.4702,17.6744,4.4208,45.5292,0.1303,2.4884,4.9152,39.0675,30.253,-2.037916,113.294861,34.1523,1.12889,1
4.5,75.6591,16.6994,2.4417,27.9417,0.3256,1.7888,8.8237,40.3158,32.4899,-1.122086,49.982113,31.4921,0.969289,1
5.1449,50.9361,16.4038,3.7625,30.6208,0.1174,2.4063,-40.2485,39.6925,15.7453,-2.142168,73.682831,79.941,5.077134,1
6.0048,89.4179,31.151,5.6417,61.325,0.08,2.7422,-76.3651,33.3599,-16.1471,-2.525729,168.165415,109.725,-6.795338,1
6.8648,94.5775,39.3842,7.0083,94.2667,0.069,2.9222,-75.1155,35.7034,-24.1417,-2.673649,275.466151,110.8189,-4.590352,1
8.1547,77.8089,42.441,2.9,17.0667,0.1391,2.1757,-75.1155,31.207,-36.5248,-1.972562,37.132019,106.3225,-2.910967,1
33.7375,75.6591,55.4046,2.2792,9.6375,0.1674,1.9545,-88.6804,-25.2057,-59.8336,-1.787369,18.836494,63.4747,-1.060854,1
29.6529,69.4246,44.6537,1.7667,6.65,0.2097,1.7675,-96.4604,-8.2246,-46.3438,-1.562077,11.753875,88.2358,-1.90394,1
25.5682,79.0988,52.6257,2.1542,10.4708,0.1872,1.9317,-73.4684,0.0646,-43.4173,-1.675578,20.226444,73.533,-1.693634,1
39.972,104.8966,75.2736,3.5292,20.8875,0.1154,2.2873,-98.9616,-43.8365,-74.5549,-2.159351,47.775979,55.1251,-0.739389,1
48.5713,105.3266,80.2711,2.9083,14.4333,0.1426,2.1172,-112.4037,-54.8014,-93.0046,-1.947712,30.558183,57.6023,-0.619349,1
79.0988,91.7827,84.6338,0.9083,1.8167,0.3444,1.2256,-116.4959,-107.9162,-112.5977,-1.065952,2.226548,8.5797,-0.076198,1
74.7991,88.988,80.8841,0.6542,1.1792,0.4076,1.0724,-114.1375,-99.978,-106.9244,-0.897469,1.264574,14.1595,-0.132425,1
72.6493,87.2681,80.2476,0.8292,1.4458,0.3506,1.1729,-110.6983,-92.9238,-101.3592,-1.048109,1.695779,17.7745,-0.175361,1
70.9295,87.4831,82.4318,0.3333,0.4083,0.564,0.7185,-101.5201,-78.4757,-92.8279,-0.572701,0.293364,23.0444,-0.248249,1
73.5092,95.8674,84.2399,1.2958,3.8958,0.2667,1.5371,-93.405,-75.5307,-86.162,-1.321631,5.988234,17.8743,-0.20745,1
81.0336,93.7176,86.1126,1.0917,3.275,0.3123,1.4135,-101.0037,-86.8425,-96.5803,-1.163791,4.629212,14.1612,-0.146626,1
82.1085,91.9977,85.3677,0.2708,0.3625,0.6348,0.6469,-101.0037,-92.4445,-97.0698,-0.454445,0.234501,8.5592,-0.088176,1
79.9587,91.5677,85.4802,0.45,0.5417,0.4887,0.8146,-98.9616,-87.2993,-93.1317,-0.716006,0.441269,11.6623,-0.125224,1
2.9951,6.2198,3.457,0.025,0.0417,0.9671,0.0963,37.812,40.5231,39.2698,-0.033453,0.004016,2.7111,0.069038,1
2.9951,3.855,3.3335,0.0,0.0,1.0,0.0,39.0675,40.5231,39.841,0.0,0.0,1.4556,0.036535,1
3.2101,57.8155,6.0552,1.4167,18.4083,0.6436,1.0347,25.0593,39.9005,38.2608,-0.440678,19.047068,14.8412,0.387896,1
3.64,51.796,8.9852,2.5333,22.9,0.2719,1.9227,24.3897,39.4844,37.1076,-1.302321,44.02983,15.0947,0.406782,1
4.285,147.4631,31.0184,8.2042,190.7792,0.161,2.7393,-8.2246,40.1082,29.9133,-1.826351,522.601463,48.3328,1.615763,1
4.715,119.9454,18.9038,5.4375,132.5042,0.2956,2.1422,-4.811,40.3158,33.0211,-1.218748,283.850497,45.1268,1.366605,1
4.9299,122.9551,44.9939,14.5417,373.375,0.0383,3.5243,-9.5551,39.9005,22.7715,-3.262305,1315.885512,49.4556,2.17182,1
4.07,21.9135,5.7882,0.8208,4.6208,0.5356,1.083,35.9152,41.7633,40.5009,-0.624368,5.004326,5.8481,0.144394,1
4.285,62.9751,13.5569,4.3667,48.1917,0.1182,2.479,27.7162,41.3507,38.246,-2.135377,119.467224,13.6345,0.356495,1
5.3599,84.2583,36.5793,8.0333,110.6583,0.0576,3.0081,8.097,40.7304,28.652,-2.854233,332.871232,32.6334,1.138957,1
15.4641,128.7596,64.3053,8.8458,137.8875,0.0535,3.1318,-18.8835,33.5741,13.251,-2.928074,431.836072,52.4576,3.958765,1
48.7863,139.5087,91.1655,9.9125,168.2875,0.0487,3.1669,-44.4983,12.4169,-11.8665,-3.022076,532.949684,56.9152,-4.796292,1
4.5,108.3363,58.4983,6.5042,73.8042,0.0691,2.8638,-35.8011,39.6925,5.0236,-2.672201,211.360468,75.4936,15.027789,1
4.07,57.3856,8.6082,1.7417,19.6667,0.5506,1.2543,3.9254,41.1441,36.4174,-0.596747,24.667942,37.2187,1.022003,1
4.07,52.011,6.9378,1.1,10.7417,0.5843,1.0831,14.0712,40.9373,38.1675,-0.537341,11.634335,26.8661,0.7039,1
4.9299,73.7242,27.1688,5.2167,43.6333,0.0871,2.5979,-69.0443,40.1082,-3.3895,-2.440698,113.35495,109.1525,-32.203127,1
8.1547,82.3235,39.0617,6.6708,87.8042,0.0711,2.8861,-77.2051,32.2862,-29.5083,-2.643668,253.411702,109.4913,-3.710526,1
11.5944,77.5939,36.1401,4.2,30.4417,0.1027,2.415,-69.0443,28.1558,-22.1919,-2.275943,73.516706,97.2001,-4.379981,1
14.1742,74.7991,44.1264,3.0417,16.3833,0.1321,2.1853,-79.33,14.7759,-37.725,-2.024196,35.802425,94.1059,-2.494524,1
44.0567,88.773,63.9132,3.675,25.3417,0.1199,2.324,-97.4542,-35.1761,-71.4055,-2.121097,58.894111,62.2781,-0.872175,1
42.5518,86.1932,62.2798,2.0458,8.8375,0.1902,1.8405,-103.6105,-62.8642,-86.6713,-1.659679,16.265419,40.7463,-0.470124,1
53.0859,87.4831,70.2878,1.375,3.9333,0.2432,1.5759,-97.9544,-65.5328,-81.0471,-1.413871,6.198487,32.4216,-0.400034,1
46.4215,104.6816,72.1597,1.9875,8.9042,0.193,1.8826,-101.0037,-52.3305,-83.5376,-1.645065,16.763047,48.6732,-0.58265,1
73.9392,107.9064,87.4453,2.1583,9.45,0.1803,1.904,-114.722,-78.9021,-102.2296,-1.713133,17.9928,35.8199,-0.350387,1
81.2486,99.3071,88.3942,1.7333,5.325,0.2086,1.6944,-114.722,-102.039,-109.6566,-1.567337,9.02268,12.683,-0.115661,1
72.8643,90.0629,79.7227,0.6875,1.2875,0.3968,1.1089,-113.5563,-94.8607,-106.1599,-0.924323,1.427709,18.6956,-0.176108,1
72.4343,93.0726,84.2559,0.9917,2.2167,0.316,1.3284,-104.1394,-84.5843,-95.8186,-1.152013,2.944664,19.5551,-0.204085,1
74.1542,87.6981,81.7415,0.4792,0.6708,0.4742,0.8903,-99.978,-84.1377,-94.1074,-0.746126,0.597213,15.8403,-0.168322,1
71.5744,91.5677,80.8186,0.55,0.8583,0.4529,0.9368,-96.9562,-75.1155,-83.9222,-0.792084,0.804055,21.8407,-0.260249,1
79.5287,93.5026,87.8904,0.55,0.775,0.4373,0.9476,-99.978,-73.4684,-87.2065,-0.827136,0.73439,26.5096,-0.303987,1
82.3235,87.6981,85.1805,0.1583,0.1583,0.7335,0.4369,-100.4897,-93.405,-97.274,-0.309928,0.069161,7.0847,-0.072832,1
73.7242,85.3333,81.7449,0.1833,0.2333,0.7228,0.5069,-97.9544,-86.3875,-93.4583,-0.324623,0.11826,11.5669,-0.123765,1
2.9951,3.64,3.2269,0.0,0.0,1.0,0.0,38.2313,40.3158,38.9971,0.0,0.0,2.0845,0.053453,1
3.2101,15.2491,4.0641,0.2375,1.0292,0.8277,0.4386,35.4914,40.7304,39.681,-0.189105,0.451407,5.239,0.132028,1
3.64,28.578,6.1123,1.1417,7.5,0.4717,1.2782,31.8552,40.5231,39.1633,-0.751412,9.5865,8.6679,0.221327,1
4.5,129.6196,23.9155,7.4458,172.0708,0.1071,2.7564,0.5703,39.6925,31.5202,-2.233992,474.295953,39.1222,1.241179,1
5.1449,121.4503,33.5351,11.9417,298.9167,0.0582,3.3047,1.8286,39.9005,28.0816,-2.84387,987.830018,38.0719,1.35576,1
4.715,140.1537,34.4379,10.5417,240.4083,0.0523,3.2781,-4.0324,40.9373,28.4727,-2.950759,788.082448,44.9697,1.579397,1
4.07,131.5544,13.8735,3.4667,78.4583,0.3775,1.7417,-3.2572,41.7633,36.9408,-0.974185,136.650821,45.0205,1.21872,1
4.07,57.6006,9.2128,2.6292,26.0375,0.267,1.9076,29.032,41.9693,40.1759,-1.320507,49.669135,12.9373,0.322016,1
4.07,98.8771,18.4906,5.175,69.7334,0.1504,2.4801,14.5413,41.5571,35.4624,-1.894457,172.945805,27.0158,0.761815,1
5.3599,131.5544,65.8967,10.6125,185.6792,0.0447,3.2598,-5.8544,39.4844,18.0427,-3.107782,605.277056,45.3388,2.512861,1
4.285,148.323,75.2862,10.325,188.0083,0.0547,3.1944,-26.6771,39.6925,6.4793,-2.905892,600.573714,66.3696,10.243329,1
4.07,137.144,47.9029,4.875,69.7083,0.2013,2.3369,-13.0626,40.1082,21.0455,-1.602959,162.901326,53.1708,2.526469,1
4.07,91.1378,9.3614,1.8625,32.1875,0.5939,1.1578,2.5796,40.7304,36.7213,-0.521044,37.266687,38.1508,1.038928,1
4.07,130.6945,29.6655,4.775,82.4083,0.2882,2.1491,-5.8544,40.9373,29.1181,-1.244101,177.103678,46.7917,1.606963,1
4.9299,124.675,39.3481,9.0458,183.7792,0.0595,3.0926,-50.9376,38.8588,17.2982,-2.821779,568.355554,89.7964,5.191083,1
9.6595,81.0336,43.1615,4.3292,34.6625,0.1,2.505,-60.618,32.2862,-25.8917,-2.302585,86.829562,92.9042,-3.588185,1
16.9689,102.3168,53.9803,5.1458,46.1125,0.0817,2.661,-80.6227,17.3387,-39.8345,-2.504701,122.705362,97.9614,-2.45921,1
24.7083,100.812,52.9054,3.6708,21.6208,0.111,2.3101,-83.6927,-9.0217,-51.4222,-2.198225,49.94621,74.671,-1.452116,1
16.9689,81.2486,49.1684,3.2458,19.4375,0.1255,2.2654,-64.0014,8.3395,-44.2619,-2.07545,44.033712,72.3409,-1.634383,1
16.109,80.3887,44.3792,3.7417,24.9417,0.1111,2.3716,-82.3676,4.421,-37.9302,-2.197325,59.151736,86.7886,-2.288113,1
59.3204,111.1311,82.3579,3.9167,29.3833,0.1081,2.4284,-103.0842,-42.8494,-82.5831,-2.224699,71.354406,60.2348,-0.729384,1
64.05,94.1475,79.7294,1.6792,6.5125,0.2199,1.7442,-106.2813,-85.0325,-96.4166,-1.514582,11.359102,21.2488,-0.220385,1
77.5939,91.9977,84.4607,0.875,1.7667,0.3337,1.255,-109.0203,-92.4445,-101.0577,-1.097513,2.217208,16.5758,-0.164023,1
72.6493,93.5026,80.5306,0.9,1.9917,0.3362,1.2808,-103.0842,-76.7844,-93.5362,-1.090049,2.550969,26.2998,-0.281172,1
76.519,115.8607,95.3139,1.7542,5.7708,0.2022,1.7395,-108.4668,-66.693,-87.9501,-1.598498,10.038307,41.7738,-0.474972,1
78.8838,114.7858,89.3037,1.8792,7.2292,0.199,1.8055,-111.8321,-83.2494,-100.4679,-1.61445,13.052321,28.5827,-0.284496,1
73.5092,92.4277,85.3669,0.6167,1.05,0.4169,1.0465,-99.978,-84.5843,-93.9582,-0.874909,1.098825,15.3937,-0.163836,1
78.8838,90.2778,84.9982,0.4625,0.5958,0.4823,0.8485,-99.4687,-90.0778,-95.9387,-0.729189,0.505536,9.3909,-0.097884,1
72.0044,84.9033,78.4278,0.2458,0.2708,0.6367,0.592,-97.4542,-75.1155,-89.3359,-0.451457,0.160314,22.3387,-0.250053,1
76.304,94.1475,85.4172,0.7208,1.3208,0.379,1.1305,-95.8417,-73.0598,-81.2958,-0.970219,1.493164,22.7819,-0.280235,1
68.5646,93.0726,81.7247,0.7,0.9917,0.4037,1.0136,-96.9562,-80.1903,-90.6607,-0.907083,1.005187,16.7659,-0.18493,1
71.7894,83.1834,77.8005,0.3792,0.4292,0.5261,0.7404,-95.3502,-66.3052,-84.6353,-0.642264,0.31778,29.045,-0.343178,1
3.2101,45.5616,6.6624,1.9042,26.3792,0.5195,1.2754,22.5934,39.6925,37.496,-0.654888,33.644032,17.0991,0.456025,1
3.855,113.2809,25.3692,8.6458,215.0208,0.1465,2.7904,3.0785,40.3158,30.9031,-1.92073,599.99404,37.2373,1.20497,1
4.5,135.2091,35.9361,11.5833,292.1917,0.0534,3.3225,-4.0324,41.3507,27.2463,-2.929945,970.806923,45.3831,1.665661,1
4.285,135.2091,41.2393,11.7958,282.4125,0.0485,3.36,-1.4611,41.7633,25.647,-3.026191,948.906,43.2244,1.685359,1
3.855,132.1994,38.5957,11.4875,277.3542,0.0725,3.2431,-0.9511,42.7915,28.2149,-2.624169,899.487406,43.7426,1.550337,1
3.64,118.8705,19.2884,6.5792,145.8792,0.1539,2.6008,2.8292,42.9966,35.8736,-1.871452,379.402623,40.1674,1.119692,1
3.64,54.1609,5.501,0.7958,6.8625,0.5959,0.9683,23.2689,42.9966,41.2829,-0.517682,6.644959,19.7277,0.477866,1
4.07,131.7694,25.6346,8.0542,158.7208,0.0754,2.9955,4.421,41.9693,33.931,-2.584948,475.448156,37.5483,1.106608,1
3.855,124.03,36.0528,8.7208,180.7708,0.0948,3.0116,2.0793,42.3808,29.8541,-2.355986,544.409341,40.3015,1.349949,1
3.64,139.9387,30.6657,6.775,130.425,0.129,2.7311,0.0646,42.5862,32.5611,-2.047943,356.203718,42.5216,1.305902,1
3.64,47.9264,6.78,1.7375,18.8542,0.4435,1.4491,22.1418,41.7633,39.1503,-0.813057,27.321621,19.6215,0.501184,1
3.64,42.7668,6.9538,1.5833,14.85,0.4483,1.4057,29.9047,41.3507,39.0847,-0.802293,20.874645,11.446,0.292851,1
3.64,108.3363,9.9896,3.025,80.4167,0.5326,1.35,13.3639,41.7633,38.5047,-0.629985,108.562545,28.3994,0.737557,1
4.285,77.3789,11.4281,1.85,12.1833,0.2454,1.7588,-2.2287,40.5231,31.1155,-1.404866,21.427988,42.7518,1.373971,1
5.1449,81.8935,29.9065,6.1792,79.1792,0.0805,2.7968,-44.4983,39.4844,16.473,-2.519498,221.448387,83.9827,5.098203,1
6.2198,117.5806,54.417,9.1625,142.0625,0.0507,3.1534,-87.2993,35.4914,-35.4747,-2.981829,447.979888,122.7907,-3.46136,1
6.6498,102.9618,42.6912,6.075,80.8417,0.0806,2.7945,-73.4684,34.215,-17.4403,-2.518257,225.912131,107.6834,-6.174401,1
28.148,91.1378,60.895,3.3792,20.7375,0.1246,2.2614,-86.8425,-12.2468,-61.7964,-2.082647,46.895782,74.5957,-1.20712,1
38.8971,85.9782,60.3231,3.2458,19.0125,0.1241,2.2546,-86.8425,-42.8494,-63.9598,-2.086668,42.865582,43.9931,-0.687824,1
47.9264,90.4928,64.3801,3.75,24.1167,0.1078,2.3646,-73.8781,-39.9264,-54.495,-2.227478,57.026349,33.9517,-0.623024,1
33.0926,125.7499,78.2976,4.8333,39.475,0.0863,2.5869,-95.8417,-25.2057,-52.0258,-2.449926,102.117878,70.636,-1.357711,1
80.8186,111.3461,95.9396,2.5,10.6083,0.1605,1.9779,-106.8235,-51.2846,-91.446,-1.829461,20.982157,55.5389,-0.607341,1
79.7437,100.167,90.6398,1.8958,6.3958,0.1887,1.7805,-111.8321,-97.9544,-105.7606,-1.667597,11.387722,13.8777,-0.131218,1
69.6396,96.9423,83.7553,1.0792,2.2625,0.2977,1.3485,-111.2637,-75.1155,-102.9496,-1.211669,3.050981,36.1482,-0.351125,1
68.3497,106.4015,84.8521,2.8042,13.7625,0.1374,2.114,-103.6105,-59.8774,-76.8059,-1.984859,29.093925,43.7331,-0.569398,1
81.4636,112.851,95.7733,1.9292,7.5208,0.1935,1.836,-106.8235,-64.7649,-94.4987,-1.642478,13.808189,42.0586,-0.445071,1
79.5287,92.8576,84.0274,0.5875,1.4375,0.4689,1.0341,-106.8235,-90.0778,-97.664,-0.757366,1.486519,16.7457,-0.171462,1
79.9587,89.4179,84.3012,0.4,0.4667,0.5133,0.7689,-95.8417,-85.4825,-90.4289,-0.666895,0.358846,10.3592,-0.114556,1
78.6688,85.5482,82.2547,0.1833,0.2083,0.7127,0.5019,-94.3734,-85.9341,-90.0231,-0.338695,0.104546,8.4393,-0.093746,1
74.1542,90.4928,82.4755,0.6917,1.5667,0.4155,1.1368,-91.0187,-71.0365,-81.8803,-0.878273,1.781025,19.9822,-0.244042,1
72.2194,85.1183,77.2504,0.2917,0.375,0.6059,0.6782,-91.9673,-71.842,-84.6384,-0.50104,0.254325,20.1253,-0.23778,1
59.7504,83.3984,72.4638,0.5833,0.8,0.4218,0.9469,-91.0187,-56.2329,-80.7421,-0.863224,0.75752,34.7858,-0.430826,1
4.07,112.421,29.7931,11.1833,288.9916,0.0667,3.2048,4.421,40.7304,29.7956,-2.70755,926.16028,36.3094,1.218616,1
3.855,119.9454,33.3638,12.0,314.025,0.0788,3.2263,5.6542,41.3507,30.3535,-2.540842,1013.138858,35.6965,1.176026,1
3.64,124.03,27.6349,10.0292,211.1042,0.0666,3.167,5.1619,42.3808,32.1584,-2.709051,668.567001,37.2189,1.157362,1
3.4251,27.933,5.5169,1.0375,7.7042,0.5509,1.1276,32.5014,42.7915,41.2694,-0.596202,8.687256,10.2901,0.24934,1
3.64,58.2455,8.6342,2.9625,37.9292,0.2796,1.9348,25.5045,42.9966,40.0838,-1.274395,73.385416,17.4921,0.436388,1
4.07,73.0793,15.4758,6.6208,109.0625,0.1035,2.7844,20.0973,42.3808,37.309,-2.268184,303.673625,22.2835,0.597269,1
3.855,90.7078,13.7694,4.5958,78.2208,0.2369,2.231,14.5413,41.9693,37.5727,-1.440117,174.510605,27.428,0.729998,1
3.64,72.0044,5.323,0.55,9.05,0.7907,0.5636,24.166,42.5862,41.2756,-0.234837,5.10058,18.4202,0.446273,1
3.4251,68.7796,7.7381,1.7042,24.1208,0.5749,1.1754,17.3387,42.9966,39.9894,-0.553559,28.351588,25.6579,0.641618,1
3.4251,80.1737,8.2109,1.8125,24.4958,0.529,1.2894,10.269,42.7915,39.401,-0.636767,31.584885,32.5225,0.825423,1
3.4251,48.1413,6.041,1.3083,12.1917,0.5109,1.2434,27.0552,42.1752,39.3269,-0.671581,15.15916,15.12,0.38447,1
3.64,72.4343,7.388,1.3958,20.9542,0.5734,1.1252,18.9525,41.5571,38.7193,-0.556172,23.577666,22.6046,0.583807,1
3.64,36.7473,10.6093,2.0542,13.0125,0.315,1.7345,-30.8697,41.5571,27.6634,-1.155183,22.570181,72.4268,2.618145,1
4.285,79.3138,21.7934,3.3792,24.5542,0.1357,2.2731,-58.4081,40.3158,11.0575,-1.997309,55.814152,98.7239,8.92823,1
6.4348,79.9587,23.6325,3.9833,34.6333,0.1115,2.4374,-60.2472,37.812,7.7759,-2.193731,84.415205,98.0592,12.610656,1
8.7996,80.3887,37.2083,3.3833,22.1083,0.1234,2.3008,-84.5843,32.2862,-23.771,-2.092324,50.866777,116.8705,-4.916516,1
11.1644,90.0629,38.6015,2.7083,17.6833,0.1658,2.1191,-94.3734,20.5535,-39.9307,-1.796973,37.472681,114.9269,-2.878159,1
19.9787,83.6134,46.3736,2.1333,8.8833,0.1792,1.8957,-88.6804,-3.2572,-46.8282,-1.719253,16.840072,85.4232,-1.824183,1
51.5811,88.773,71.5055,1.3333,3.3167,0.2493,1.5056,-80.1903,-46.5013,-61.2723,-1.389098,4.993624,33.689,-0.549824,1
44.9166,102.9618,83.3783,2.7417,15.65,0.1549,2.0638,-92.4445,-53.7371,-70.796,-1.864976,32.29847,38.7074,-0.546746,1
38.4672,98.0172,75.2526,3.375,23.075,0.1275,2.2606,-99.978,-38.9646,-79.284,-2.059639,52.163345,61.0134,-0.769555,1
57.1706,112.421,86.0832,2.525,14.7583,0.1759,2.0545,-99.978,-44.167,-76.1694,-1.73784,30.320927,55.811,-0.732722,1
83.3984,107.4764,97.2127,1.8917,6.3,0.1926,1.7661,-112.9784,-77.6272,-95.0346,-1.64714,11.12643,35.3512,-0.371982,1
88.343,108.3363,95.7322,1.325,3.8167,0.2659,1.5289,-111.8321,-91.4921,-102.5506,-1.324635,5.835353,20.34,-0.198341,1
75.0141,103.3918,88.7192,1.6833,6.0583,0.2157,1.7233,-106.2813,-75.1155,-97.4645,-1.533867,10.440268,31.1658,-0.319766,1
79.3138,110.7011,92.9954,1.9583,7.725,0.1875,1.8585,-101.0037,-77.2051,-89.7033,-1.673976,14.356912,23.7986,-0.265304,1
78.8838,97.8022,87.1321,1.0583,2.4833,0.2953,1.3783,-103.0842,-89.6102,-97.8152,-1.219763,3.422732,13.474,-0.13775,1
79.0988,90.2778,82.625,0.4667,0.7833,0.4988,0.901,-99.4687,-84.1377,-92.7623,-0.69555,0.705753,15.331,-0.165272,1
78.2388,90.7078,82.6997,0.675,1.2417,0.3962,1.1054,-101.0037,-88.2182,-94.897,-0.925836,1.372575,12.7855,-0.13473,1
77.1639,85.1183,80.8119,0.1917,0.2083,0.6976,0.5103,-96.9562,-81.929,-87.3089,-0.360109,0.106295,15.0272,-0.172115,1
